Abacion magnum
Sesbania rostrata
Sesbania sesban
Setophaga americana
Setophaga angelae
Setonix brachyurus
Setophaga caerulescens
Setaria cervi
Setophaga citrina
Setophaga coronata
Setophaga cerulea
Setophaga castanea
Setophaga discolor
Setophaga dominica
Setaria faberi
Setophaga fusca
Setophaga graciae
Setaria italica
Setophaga kirtlandii
Setophaga magnolia
Setophaga nigrescens
Setophaga occidentalis
Setaria palmifolia
Setophaga pensylvanica
Setophaga pinus
Setophaga palmarum
Setophaga petechia
Setophaga ruticilla
Setosphaeria turcica
Setophaga tigrina
Setophaga townsendi
Setaria viridis
Setophaga virens
Sewellia lineolata
Shaogomphus postocularis
Shewanella amazonensis
Sherardia arvensis
Shewanella baltica
Shewanella colwelliana
Shewanella denitrificans
Ovis aries
Shewanella frigidimarina
Sheppardia gunningi
Shewanella hanedai
Shewanella halifaxensis
Shelfordella lateralis
Sheppardia lowei
Shewanella loihica
Shewanella massilia
Sheppardia montana
Shewanella oneidensis
Shewanella putrefaciens
Shewanella pealeana
Shewanella piezotolerans
Shewanella sediminis
Shewanella violacea
Shewanella woodyi
Shimwellia blattae
Shigella boydii
Shinkaia crosnieri
Shigella dysenteriae
Shigella flexneri
Shigella sonnei
Shinella zoogloeoides
Sialia currucoides
Sialis lutaria
Sialia mexicana
Sialia sialis
Sibirionetta formosa
Sibon nebulatus
Sicarius albospinosus
Sicyos angulatus
Sicarius patagonicus
Sicarius peruensis
Sicarius terrosus
Sideroxylon foetidissimum
Siderasis fuscata
Sideroxydans lithotrophicus
Siderastrea radians
Siderastrea siderea
Sigesbeckia blakei
Siganus canaliculatus
Siganus doliatus
Siganus fuscescens
Sigmops gracilis
Siganus guttatus
Sigmodon hispidus
Sigmodon ochrognathus
Siganus rivulatus
Siganus unimaculatus
Siganus vulpinus
Silene acaulis
Silurus asotus
Silene baccifera
Silene chalcedonica
Silene conica
Silene diclinis
Silene dioica
Silene flos-cuculi
Silene gallica
Silene latifolia
Silpha longicornis
Silybum marianum
Silurus meridionalis
Silene otites
Silphium perfoliatum
Silpha perforata
Sillago sihama
Silvanus unidentatus
Silene virginica
Silene vulgaris
Simalia amethistina
Simiduia agarivorans
Simmondsia chinensis
Simias concolor
Simulium damnosum
Simosyrphus grandicornis
Simkania negevensis
Simenchelys parasitica
Simulium soubrense
Simulium vittatum
Singulisphaera acidiphila
Sinapis alba
Sinapis arvensis
Sinocyclocheilus altishoulderus
Sinobatis bulbicauda
Siniperca chuatsi
Sinonovacula constricta
Sinorhizobium fredii
Sinocyclocheilus grahami
Sinomicrurus japonicus
Sinomicrurus kelloggi
Siniperca knerii
Sinochlora longifissa
Sinorhizobium meliloti
Sinomicrurus macclellandi
Sinorhizobium medicae
Siniperca obscura
Sinularia peculiaris
Sinergasilus polycolpus
Sinogastromyzon puliensis
Sinorhizobium saheli
Siniperca scherzeri
Sinogastromyzon sichangensis
Sinorhizobium terangae
Sinanodonta woodiana
Siona lineata
Siphonops annulatus
Siphonosoma cumanense
Siphonochilus decorus
Siphonochilus kirkii
Sipunculus nudus
Siproeta stelenes
Siphonocladus tropicus
Siraitia grosvenorii
Sirembo imberbis
Siren intermedia
Sisymbrium altissimum
Sisyrinchium angustifolium
Sisymbrium irio
Sistrurus miliarius
Sisyrinchium montanum
Sisyrinchium striatum
Sistrurus tergeminus
Sitta canadensis
Sitta carolinensis
Sitta europaea
Sitophilus granarius
Sitta ledanti
Sitophilus linearis
Sitophilus oryzae
Sitta pusilla
Sitta pygmaea
Sitophilus zeamais
Sium suave
Sivaloka damnosus
Skeletonema costatum
Slackia exigua
Slackia heliotrinireducens
Smaug giganteus
Smallanthus microcephalus
Smerinthus cerisyi
Smeringurus mesaensis
Sminthopsis aitkeni
Sminthopsis archeri
Sminthopsis bindi
Sminthopsis butleri
Smilax china
Sminthopsis crassicaudata
Sminthopsis dolichura
Sminthopsis douglasi
Sminthopsis granulipes
Sminthopsis gilberti
Smilax glauca
Sminthopsis griseoventer
Sminthopsis hirtipes
Sminthopsis leucopus
Sminthopsis longicaudata
Sminthopsis macroura
Sminthopsis murina
Smithora naiadum
Sminthopsis ooldea
Sminthopsis psammophila
Smilax rotundifolia
Sminthopsis virginiae
Sminthurus viridis
Sminthopsis youngsoni
Smodingium argutum
Smutsornis africanus
Sodiomyces alcalophilus
Sodalis glossinidius
Sogatella furcifera
Solanum aculeatissimum
Solanum abutiloides
Solanum acaule
Solanum aethiopicum
Solanum allophyllum
Solenopsis amblychila
Soldanella alpina
Solanum americanum
Solenopsis aurea
Solanum bulbocastanum
Solanum carolinense
Solorina crocea
Solanum cardiophyllum
Solanum cheesmaniae
Solanum chacoense
Solanum chilense
Solitalea canadensis
Solanum commersonii
Solanum crispum
Solenopsis daguerrei
Solanum demissum
Solanum dulcamara
Solaster dawsoni
Solenopsis electra
Solanum elaeagnifolium
Solaster endeca
Solieria filiformis
Solenopsis geminata
Solanum glaucophyllum
Solandra grandiflora
Solanum habrochaites
Solenopsis invicta
Solenopsis interrupta
Solanum laciniatum
Solanum lycopersicum
Solanum lasiocarpum
Solanum lyratum
Solanum macrocarpon
Solenopsis macdonaghi
Solanum melongena
Solenopsis megergates
Solanum mammosum
Solenopsis molesta
Solenosteira macrospira
Solenopsis mameti
Solanum nigrum
Solenodon paradoxus
Solanum peruvianum
Solanum pimpinellifolium
Solanum palustre
Solanum pennellii
Solanum ptychanthum
Solenopsis pusillignis
Solenopsis quinquecuspis
Solenopsis richteri
Solanum rostratum
Solanum seaforthianum
Solea senegalensis
Solanum sogarandinum
Solea solea
Solibacillus silvestris
Solaster stimpsoni
Solenopsis substituta
Solenopsis saevissima
Solanum torvum
Solenopsis tridens
Solanum tuberosum
Solibacter usitatus
Solenosmilia variabilis
Solemya velum
Solanum villosum
Solanum verrucosum
Solenopsis xyloni
Somateria fischeri
Somniosus microcephalus
Somateria mollissima
Somateria spectabilis
Sonchus arvensis
Sonchus asper
Sonorella macrophallus
Sonora occipitalis
Sonchus oleraceus
Sonchus pustulatus
Sonora straminea
Sooretamys angouya
Sooglossus sechellensis
Sooglossus thomasseti
Sophora flavescens
Sophora tetraptera
Sordaria araneosa
Sorex arcticus
Sorbus alnifolia
Sorex alpinus
Sorex antinorii
Sorex araneus
Sorex asper
Sorbus aucuparia
Sorex bairdi
Sorex bendirii
Sorghum bicolor
Sorangium cellulosum
Sorex caecutiens
Sorex cinereus
Sorex camtschatica
Sorex coronatus
Sorubim cuspicaudus
Sorex cylindricauda
Sorex daphaenodon
Sordaria equina
Sorex excelsus
Sordaria fimicola
Sorex fumeus
Sorex granarius
Sorex gracillimus
Sorex haydeni
Sorghum halepense
Sorex hosonoi
Sorex hoyi
Sorex isodon
Sorex jacksoni
Sorex longirostris
Sordaria macrospora
Sorex minutus
Sorex minutissimus
Sorex monticolus
Sorex mirabilis
Sorex neomexicanus
Soriculus nigrescens
Sorex ornatus
Sorex palustris
Sorex pacificus
Sorex preblei
Sorex pribilofensis
Sorex portenkoi
Sorghum propinquum
Sorex raddei
Sorex roboratus
Sorex shinto
Sorex samniticus
Sorex sonomae
Sorogena stoianovitchae
Sorex saussurei
Sorex tenellus
Sorex trowbridgii
Sorex tundrensis
Sorex ugyunak
Sorex unguiculatus
Sorex vagrans
Sorhoanus xanthoneurus
Sosineura mimica
Sotalia fluviatilis
Sotalia guianensis
Sousa chinensis
Glycine max
Spathius agrili
Sparganium americanum
Spauligodon anolis
Sparus aurata
Spalax carmeli
Spatula clypeata
Spathodea campanulata
Spatula cyanoptera
Spalacopus cyanus
Spatula discors
Spalax ehrenbergi
Sparganium emersum
Sparganium eurycarpum
Sparganium glomeratum
Spalax golani
Spatula hottentota
Spalax judaei
Spartium junceum
Spalgis lemolea
Spatholirion longifolium
Spargania magnoliata
Spatholobus parviflorus
Spathoglottis plicata
Spathaspora passalidarum
Spatula platalea
Spatula querquedula
Spatula rhynchotis
Spatula smithii
Sparganium stoloniferum
Spatula versicolor
Spathiphyllum wallisii
Spalax zemni
Spermophilus atricapillus
Spermophilus alashanicus
Sperata aor
Speyeria atlantis
Spelobia bifrons
Spea bombifrons
Spermophilus citellus
Speyeria cybele
Spermophilus dauricus
Spermophilus erythrogenys
Spermophilus fulvus
Speyeria idalia
Spermophilopsis leptodactylus
Spermophilus major
Speyeria mormonia
Spermophilus musicus
Spermophilus pallidicauda
Spermophilus pygmaeus
Spermophilus relictus
Spergularia rubra
Sperata seenghala
Spermatozopsis similis
Spermophilus variegatus
Speothos venaticus
Spermophilus xanthoprymnus
Sphodros abboti
Sphyraena argentea
Sphingopyxis alaskensis
Sphaeralcea angustifolia
Sphecodina abbottii
Sphyraena barracuda
Sphyracephala brevicornis
Sphaerochaeta coccoides
Sphinx chersis
Spharagemon collare
Sphingobium chlorophenolicum
Sphagnum cuspidatum
Spheniscus demersus
Sphaerocarpos donnelli
Sphingomonas elodea
Sphaerospira fraseri
Sphaerochaeta globosa
Sphaerechinus granularis
Sphingobium herbicidovorans
Spheniscus humboldti
Sphingobium indicum
Sphyraena idiastes
Sphyraena japonica
Sphingobium japonicum
Sphingomonas koreensis
Sphaenorhynchus lacteus
Sphyrna lewini
Sphyraena lucasana
Spheniscus magellanicus
Sphingopyxis macrogoltabida
Spheniscus mendiculus
Sphingosinicella microcystinivorans
Sphaerulina musiva
Sphingobacterium multivorum
Sphyrapicus nuchalis
Sphagnum palustre
Sphoeroides pachygaster
Sphaerochaeta pleomorpha
Sphingomonas paucimobilis
Sphaerulina populicola
Sphenodon punctatus
Sphyrapicus ruber
Sphaerobolus stellatus
Sphingobium fuliginis
Sphaerophoria scripta
Sphingomonas wittichii
Sphecius speciosus
Sphyraena sphyraena
Sphaeroma serratum
Sphaerobacter thermophilus
Sphaeroma terebrans
Sphyrapicus thyroideus
Sphaeronycteris toxophyllum
Sphagneticola trilobata
Sphyrapicus varius
Spheciospongia vagabunda
Sphodromantis viridis
Sphacelodes vulneraria
Sphingobium wenxiniae
Sphingobium xenophagum
Sphingosinicella xenopeptidilytica
Sphingobium yanoikuyae
Sphyrna zygaena
Spicara alta
Spiza americana
Spinulum annotinum
Spiroplasma apis
Spizelloides arborea
Spizella atrogularis
Spirochaeta aurantia
Spirochaeta africana
Spironucleus barkhanus
Spiophanes bombyx
Spizella breweri
Spiraea cantoniensis
Spiranthes cernua
Spilopelia chinensis
Spiroplasma citri
Spinibarbus caldwelli
Spirobranchus cariniferus
Spiraea densiflora
Spinibarbus denticulatus
Spirometra erinaceieuropaei
Spissistilus festinus
Spicospina flammocaerulea
Spinellus fusiger
Spilogale gracilis
Spirodela intermedia
Spiroplasma kunkelii
Spirobranchus lamarcki
Spirosoma linguale
Spinus lawrencei
Spicara maena
Spilocuscus maculatus
Spiroplasma melliferum
Spigelia marilandica
Spironucleus muris
Spirogyra maxima
Spiraea nipponica
Spinacia oleracea
Spizella passerina
Spizellomyces punctatus
Spizella pallida
Spinus psaltria
Spirodela polyrhiza
Spilogale putorius
Spinus pinus
Spilotes pullatus
Spizella pusilla
Spiranthes romanzoffiana
Spilocuscus rufoniger
Spisula sachalinensis
Spiculopteragia spiculoptera
Spilarctia seriatopunctata
Spirula spirula
Spicara smaris
Spinibarbus sinensis
Spisula solidissima
Spiroplasma monobiae
Spisula subtruncata
Spindasis takanonis
Spirochaeta thermophila
Spinus tristis
Spirobranchus triqueter
Spilanthes urens
Spiranthes vernalis
Spironucleus vortens
Splachnum ampullaceum
Splachnum sphaericum
Spondyliosoma cantharus
Spondias dulcis
Spodoptera eridania
Spodoptera exigua
Spodoptera frugiperda
Sporosarcina globispora
Sporobolus indicus
Spongilla lacustris
Spodoptera littoralis
Spodoptera litura
Sporobolus michauxianus
Spondias mombin
Spondylus nicobaricus
Spodoptera ornithogalli
Sporosarcina pasteurii
Sporosarcina psychrophila
Sporisorium reilianum
Sporobolomyces roseus
Sporothrix schenckii
Sporidiobolus salmonicolor
Spondylus sinensis
Spondylus squamosus
Sporobolus stapfianus
Sporophila torqueola
Sporosarcina ureae
Spraguea lophii
Sprattus sprattus
Spurilla neapolitana
Spyridia filamentosa
Squalus acanthias
Squalus albifrons
Squalidus argentatus
Squalus brevirostris
Squalius cephalus
Squalus crassispinus
Squalus edmundsi
Squilla empusa
Squalus grahami
Squalus hemipinnis
Squalus japonicus
Squamopappus skutchii
Squilla mantis
Squalus megalops
Squalus mitsukurii
Squalus montalbani
Squalus nasutus
Squalomugil nasutus
Squalus suckleyi
Staphylococcus aureus
Starmerella bacillaris
Stator beali
Stachybotrys bisbyi
Starmerella bombicola
Stachybotrys chlorohalonata
Stanieria cyanosphaera
Staphylococcus carnosus
Stachybotrys chartarum
Stachys chamissonis
Staphylea colchica
Staphylococcus capitis
Staphylococcus chromogenes
Stachytarpheta cayennensis
Staphylococcus epidermidis
Stangeria eriopus
Staphylococcus gallinarum
Staphylococcus haemolyticus
Staphylothermus hellenicus
Staphylococcus hominis
Staphylococcus hyicus
Staphylococcus intermedius
Stapelia leendertziae
Staphylococcus lentus
Staphylococcus lugdunensis
Stator limbatus
Stachyamoeba lipophora
Staphylothermus marinus
Starkeya novella
Stackebrandtia nassauensis
Staphylococcus pseudintermedius
Stanleya pinnata
Staphylea pinnata
Staurastrum punctulatum
Stachys recta
Staphylococcus saprophyticus
Staphylococcus sciuri
Starmerella stellata
Staphylococcus simulans
Staphylococcus staphylolyticus
Staurotypus triporcatus
Staphylea trifolia
Stator vachelliae
Staphylococcus warneri
Staphylococcus xylosus
Sternula antillarum
Stenella attenuata
Steatoda borealis
Steatoda bipunctata
Stenomelania boninensis
Steno bredanensis
Steatornis caripensis
Stephanolepis cirrhifer
Stenotomus chrysops
Stenella clymene
Stenella coeruleoalba
Steinernema carpocapsae
Sterkiella cavicola
Steroidobacter denitrificans
Sterna dougallii
Stemodia durantifolia
Steinernema feltiae
Stephanotis floribunda
Sterna forsteri
Stenella frontalis
Stenopelmatus fuscus
Steatoda grossa
Stegnosperma halimifolium
Sterna hirundo
Stereum hirsutum
Stenopus hispidus
Stenodus leucichthys
Stercorarius longicaudus
Stenella longirostris
Stellaria longipes
Stenotrophomonas maltophilia
Stellaria media
Stegodyphus mimosarum
Stenoplax mariposa
Sterechinus neumayeri
Sterkiella nova
Steatomys parvus
Sterna paradisaea
Stegobium paniceum
Stercorarius pomarinus
Stercorarius parasiticus
Stewartia pseudocamellia
Stethorus punctillum
Stevia rebaudiana
Stenoderma rufum
Stelgidopteryx serripennis
Steiractinia sodiroi
Steganopus tricolor
Steatoda triangulosa
Stenomelania uniformis
Sthenopis argenteomaculatus
Sthenelais boa
Sthenoteuthis oualaniensis
Stigmatella aurantiaca
Stipa capensis
Stichopus chloronotus
Stichodactyla gigantea
Stichodactyla haddoni
Stigeoclonium helveticum
Stichodactyla helianthus
Stichopus hermanni
Stichopus japonicus
Stichodactyla mertensii
Stichopus monotuberculatus
Stigmochelys pardalis
Stipagrostis plumosa
Stictoleptura rubra
Stictocephala taurina
Stomoxys calcitrans
Stokesia laevis
Stochomys longicaudatus
Stomolophus meleagris
Stomopneutes variolaris
Streptomyces albus
Streptomyces ambofaciens
Streptococcus agalactiae
Streptomyces albulus
Streptomyces argillaceus
Strix aluco
Streptomyces acrimycini
Streptomyces alboniger
Streptomyces arenae
Striga asiatica
Streptomyces achromogenes
Streptococcus acidominimus
Streptomyces azureus
Streptomyces akiyoshiensis
Streptomyces antifibrinolyticus
Streptomyces albogriseolus
Streptococcus anginosus
Streptomyces anulatus
Streptomyces atratus
Streptomyces actuosus
Streptomyces antibioticus
Streptomyces avidinii
Streptomyces avermitilis
Streptococcus alactolyticus
Streptomyces atroolivaceus
Streptomyces badius
Streptomyces bingchenggensis
Streblospio benedicti
Streptomyces bikiniensis
Strix butleri
Streptomyces collinus
Streptomyces coeruleorubidus
Struthio camelus
Streptococcus canis
Streptomyces carbophilus
Streptomyces coerulescens
Streptomyces cellulosae
Stromatopelma calceatum
Streptococcus criceti
Streptomyces coelicolor
Streptomyces cacaoi
Streptomyces cinnamoneus
Streptomyces corchorusii
Streptomyces clavuligerus
Streptomyces cinnamonensis
Streptomyces cyaneus
Streptomyces cyslabdanicus
Streptopelia capicola
Streptococcus cristatus
Streptomyces caespitosus
Streptomyces cattleya
Streptococcus constellatus
Streptomyces chromofuscus
Streptomyces chartreusis
Streptomyces cyanogenus
Streptomyces carzinostaticus
Streptopelia decaocto
Streptomyces diastaticus
Streptomyces davaonensis
Streptococcus downei
Strongylocentrotus droebachiensis
Streptococcus dysgalactiae
Streptomyces pristinaespiralis
Streptococcus salivarius
Streptococcus suis
Strongyloides papillosus
Streblospio shrubsolii
Streptococcus pneumoniae
Streptomyces purpurascens
Streptomyces sahachiroi
Streptococcus equinus
Streptococcus parasanguinis
Strongyloides stercoralis
Streptococcus pseudopneumoniae
Streptomyces eurocidicus
Streptomyces exfoliatus
Streptomyces pratensis
Streptomyces fimbriatus
Streptomyces filamentosus
Streptomyces fradiae
Streptococcus gallolyticus
Streptomyces glaucescens
Streptomyces galbus
Streptococcus gordonii
Streptomyces griseoviridis
Striga gesnerioides
Streptanthus glandulosus
Streptomyces griseoincarnatus
Streptomyces galilaeus
Strongylopus grayii
Streptomyces globisporus
Streptomyces griseolus
Streptomyces griseoluteus
Streptomyces griseus
Streptomyces griseosporeus
Streptomyces granaticolor
Streptacidiphilus griseoplanus
Streptomyces griseoverticillatus
Streptomyces halstedii
Strigops habroptila
Striga hermonthica
Streptoalloteichus hindustanus
Streptomyces hygroscopicus
Streptococcus infantarius
Strongylocentrotus intermedius
Streptococcus intermedius
Streptococcus iniae
Streptacidiphilus jiangxiensis
Streptomyces jumonjinensis
Streptomyces kasugaensis
Streptomyces kanamyceticus
Streptomyces lavendulae
Streptopus lanceolatus
Strix leptogrammica
Streptomyces lividans
Streptomyces limosus
Streptomyces lincolnensis
Streptomyces longisporus
Streptomyces lasalocidi
Streptomyces luteoverticillatus
Streptomyces laurentii
Streptomyces lividus
Streptomyces muensis
Streptococcus mitis
Streptobacillus moniliformis
Streptomyces macromomyceticus
Streptomyces mobaraensis
Streptococcus macedonicus
Strophosoma melanogrammum
Strymon melinus
Streptococcus mutans
Strongylura marina
Streptomyces microflavus
Streptomyces melanosporofaciens
Streptomyces malayensis
Strigamia maritima
Streptomyces morookaense
Streptomyces malaysiensis
Streptomyces murinus
Strongylodon macrobotrys
Streptomyces mycarofaciens
Striatophasma naukluftense
Strix nebulosa
Streptomyces netropsis
Streptanthus niger
Streptomyces nigrescens
Streptomyces nogalater
Streptomyces noursei
Strongylura notata
Streptomyces niveus
Strychnos nux-vomica
Strix occidentalis
Streptopelia orientalis
Streptomyces olivaceoviridis
Streptomyces olivochromogenes
Streptomyces orinoci
Strigomonas oncopelti
Streptococcus oralis
Streptomyces olivaceus
Streptomyces peucetius
Streptomyces phaeochromogenes
Strongylocentrotus pallidus
Streptomyces plicatus
Streptococcus porcinus
Strongylocentrotus polyacanthus
Streptomyces platensis
Strongylocentrotus purpuratus
Streptococcus parauberis
Streptococcus pasteurianus
Streptococcus pyogenes
Streptomyces rubellomurinus
Streptomyces ramocissimus
Strongyloides ratti
Streptosporangium roseum
Streptomyces reticuli
Strix rufipes
Streptomyces rugosporus
Streptomyces rishiriensis
Streptomyces ribosidificus
Streptomyces rimosus
Streptomyces rapamycinicus
Streptomyces rochei
Streptococcus ratti
Streptomyces rubiginosus
Streptococcus sanguinis
Streptomyces scabiei
Streptoalloteichus tenebrarius
Streptomyces seoulensis
Streptomyces spectabilis
Streptococcus thermophilus
Streptomyces tsukubensis
Streptomyces tacrolimicus
Strobilurus tenacellus
Streptomyces tendae
Streptomyces thermotolerans
Streptomyces triostinicus
Streptomyces thermoviolaceus
Streptomyces thermocyaneoviolaceus
Streptomyces toyocaensis
Streptanthus tortuosus
Streptococcus uberis
Strix uralensis
Streptomyces viridosporus
Streptomyces violaceusniger
Strix varia
Streptomyces violens
Streptococcus vestibularis
Streptomyces viridifaciens
Streptomyces virginiae
Streptomyces vinaceus
Streptomyces violaceus
Streptomyces violaceoruber
Streptomyces venezuelae
Streptomyces viridochromogenes
Strongyloides venezuelensis
Strongylus vulgaris
Streptomyces wedmorensis
Strix woodfordii
Streptoprocne zonaris
Sturnira aratathomasi
Sturnira bidens
Sturnira bogotensis
Sturnus cineraceus
Sturnira erythromos
Sturnira lilium
Sturnira luisi
Sturnira ludovici
Sturnella magna
Sturnira magna
Sturnella militaris
Sturnira mordax
Sturnira nana
Sturnella neglecta
Sturnira oporaphilum
Sturnira tildae
Sturnus vulgaris
Stylogomphus albistylus
Stylonema alsidii
Stylephorus chordatus
Styela clava
Stylophorum diphyllum
Stylosanthes hamata
Stylosanthes humilis
Styrax japonicus
Styphnolobium japonicum
Stygiocaris lancifera
Stylonychia lemnae
Stylocheilus longicauda
Stygiopontius lauensis
Styela montereyensis
Stylonychia mytilus
Styrax officinalis
Stylophora pistillata
Styela plicata
Stylonychia pustulata
Stylochyrus rarior
Stylobasium spathulatum
Stygiocaris stylifera
Stylochus zebra
Suaeda aralocaspica
Suaeda maritima
Suaeda salsa
Suberites domuncula
Suberites ficus
Succinatimonas hippei
Sufflamen chrysopterum
Sufflamen fraenatum
Suillus bovinus
Suillus grevillei
Sulfurihydrogenibium azorense
Sulfolobus acidocaldarius
Sulfobacillus acidophilus
Sulfurimonas autotrophica
Sulfurospirillum barnesii
Sulfurospirillum deleyianum
Sula dactylatra
Sulfurimonas denitrificans
Sulfuricella denitrificans
Sulfurimonas gotlandica
Sulfolobus islandicus
Sulfuricurvum kujiense
Sula leucogaster
Sulcia muelleri
Sulfuracidifex metallicus
Sulfurospirillum multivorans
Sula nebouxii
Sulfurisphaera ohwakuensis
Sula sula
Sullivantia sullivantii
Sulfobacillus thermosulfidooxidans
Sulfurisphaera tokodaii
Sulfophobococcus zilligii
Sundacarpus amarus
Sundasciurus brookei
Suncus etruscus
Sundamys muelleri
Suncus megalura
Suncus murinus
Sundasciurus philippinensis
Suncus stoliczkanus
Supella dimidiata
Supella longipalpa
Suriana maritima
Suregada multiflora
Suricata suricatta
Surnia ulula
Sus barbatus
Sus cebifrons
Sus celebensis
Sus philippensis
Sus verrucosus
Swartzia polyphylla
Swertia bimaculata
Swertia mussotii
Swertia perennis
Swiftia pacifica
Syagrus romanzoffiana
Syconycteris australis
Sylvilagus aquaticus
Sylvilagus audubonii
Sylvia borin
Sylvilagus floridanus
Sylvisorex granti
Sylvicapra grimmia
Sylvirana guentheri
Sylvisorex howelli
Sylvisorex johnstoni
Sylvisorex lunaris
Sylvilagus nuttallii
Sylvilagus obscurus
Sylvisorex ollula
Sylvilagus palustris
Sylvirana spinulosa
Sylvilagus transitionalis
Sylvirana nigrovittata
Symphysodon aequifasciata
Symphoricarpos albus
Symposiachrus axillaris
Sympetrum corruptum
Symphyotrichum cordifolium
Sympetrum danae
Symphysodon discus
Symplocarpus foetidus
Sympetrum illotum
Sympetrum internum
Symbiodinium kawagutii
Symbiodinium microadriaticum
Symbiodinium muscatinei
Sympetrum obtrusum
Symphytum officinale
Symphyotrichum oblongifolium
Symphoricarpos orbiculatus
Symploce pallens
Symbiodinium pilosum
Symbiodinium pulchrorum
Symsagittifera roscoffensis
Sympiesis sericeicornis
Sympetrum striolatum
Symphalangus syndactylus
Symphyotrichum tenuifolium
Symbiobacterium thermophilum
Synthliboramphus antiquus
Syntrophus aciditrophicus
Synagrops bellus
Synalpheus brooksi
Synaptomys borealis
Syntheosciurus brochus
Syncerus caffer
Synoicus chinensis
Synemon collecta
Synaptomys cooperi
Synthliboramphus craveri
Synanthedon culiciformis
Synsepalum dulcificum
Synechococcus elongatus
Synanthedon exitiosa
Syntrichia filaris
Syntrophobacter fumaroxidans
Synodus foetens
Synodontis frontosus
Syntrophobotulus glycolicus
Synanceia horrida
Synthliboramphus hypoleucus
Synodus intermedius
Synaphobranchus kaupii
Synechococcus leopoliensis
Synechococcus lividus
Syntrophothermus lipocalidus
Synbranchus marmoratus
Synalpheus minus
Synedrella nodiflora
Synalpheus paraneptunus
Synanthedon pictipes
Synemon plana
Syncephalastrum racemosum
Synalpheus regalis
Syntrichia ruralis
Synanthedon spheciformis
Synanthedon scitula
Synchiropus splendidus
Synagrops spinosus
Synodontis schoutedeni
Syngamus trachea
Synoicum turgens
Synergus umbraculus
Synodus variegatus
Synanceia verrucosa
Synthliboramphus wumizusume
Sypheotides indica
Syphacia obvelata
Syrmaticus ellioti
Syringa emodi
Syrmaticus humiae
Syrmaticus mikado
Syritta pipiens
Syrmaticus reevesii
Syrmaticus soemmerringii
Syrphus vitripennis
Syringa vulgaris
Syzygium anisatum
Syzygium aqueum
Syzygium australe
Syzygium cumini
Syzygium jambos
Syzygium samarangense
Syzygium smithii
Tabanus atratus
Tabanus bromius
Tabebuia chrysotricha
Tabernaemontana divaricata
Tabebuia heterophylla
Tabernanthe iboga
Tabanus rufofrater
Tabanus yao
Tachycineta bicolor
Tachysurus brevicaudatus
Tacca chantrieri
Tachycineta cyaneoviridis
Tachybaptus dominicus
Tachysurus eupogon
Tachycineta euchrysea
Tachysurus fulvidraco
Tachypleus gigas
Tachigali melinonii
Tachysurus nitidus
Tachybaptus novaehollandiae
Tachysurus ondon
Tachigali paniculata
Tachybaptus ruficollis
Tachyoryctes splendens
Tachycineta thalassina
Tachysurus trilineatus
Tachysurus tokiensis
Tachypleus tridentatus
Tachysurus truncatus
Tachysurus ussuriensis
Tachysurus vachellii
Tachigali versicolor
Tadarida brasiliensis
Tadorna ferruginea
Tadarida insignis
Tadorna tadornoides
Tadorna tadorna
Tadarida teniotis
Taenia asiatica
Taeniatherum caput-medusae
Taeniopoda eques
Taeniopygia guttata
Taenia hydatigena
Taeniothrips inconsequens
Taenidia integerrima
Taeniura lymma
Taeniurops meyeni
Taenia multiceps
Taenia ovis
Taenia pisiformis
Taenia saginata
Taenia solium
Taenianotus triacanthus
Tagetes campanulata
Tagetes lucida
Tagetes minuta
Tagosodes orizicolus
Tagetes patula
Taharana fasciana
Taiwanofungus camphoratus
Taiwania cryptomerioides
Takakia lepidozioides
Takifugu niphobles
Takifugu obscurus
Takifugu pardalis
Takifugu rubripes
Talpa altaica
Talpa caeca
Talaromyces emersonii
Talpa europaea
Talaromyces flavus
Talinum fruticosum
Talaromyces funiculosus
Talaromyces islandicus
Talaromyces marneffei
Talaromyces minioluteus
Talpa occidentalis
Talinum paniculatum
Talaromyces pinophilus
Talaromyces purpureogenus
Talpa romana
Talaromyces stipitatus
Talaromyces thermophilus
Talipariti tiliaceum
Talaromyces variabilis
Talaromyces verruculosus
Tamias amoenus
Tamias bulleri
Tamias canipes
Tamias cinereicollis
Tamias dorsalis
Tamias durangae
Tamiasciurus douglasii
Tamarix gallica
Tamiasciurus hudsonicus
Tamarindus indica
Tamiasciurus mearnsi
Tamandua mexicana
Tamias minimus
Tamias merriami
Tamias obscurus
Tamias ochrogenys
Tamias panamintinus
Tamias palmeri
Tamias quadrimaculatus
Tamias quadrivittatus
Tamias rufus
Tamias ruficaudus
Tamias senex
Tamias sibiricus
Tamias sonomae
Tamias speciosus
Tamias siskiyou
Tamias striatus
Tamiops swinhoei
Tamolanica tamolana
Tamandua tetradactyla
Tamias townsendii
Tamias umbrinus
Tanichthys albonubes
Tangara cayana
Tangara chilensis
Tanacetum cinerariifolium
Tangara cyanocephala
Tangara desmaresti
Tantalophis discolor
Tannerella forsythia
Tangara florida
Tangara fastuosa
Tangara heinei
Tanganicodus irsacae
Tangara johannae
Tanaecia julii
Tanakia koreensis
Tangara larvata
Tanakia limbata
Tanystylum orbiculare
Tanacetum parthenium
Tanypteryx pryeri
Tanytarsus recurvatus
Tantilla relicta
Tangara seledon
Tanacetum vulgare
Tapeinochilos ananassae
Tapirus bairdii
Taphrina deformans
Taphozous georgianus
